372.000000,353.000000,2.000000,316.000000,705.000000,519.000000,441.000000
399.000000,384.000000,86.000000,250.000000,744.000000,485.000000,360.000000
316.000000,416.000000,205.000000,220.000000,737.000000,423.000000,391.000000
376.000000,414.000000,445.000000,160.000000,459.000000,345.000000,509.000000
378.000000,419.000000,438.000000,158.000000,433.000000,370.000000,512.000000
392.000000,436.000000,443.000000,146.000000,400.000000,364.000000,527.000000
455.000000,382.000000,449.000000,163.000000,335.000000,255.000000,669.000000
452.000000,365.000000,430.000000,165.000000,346.000000,259.000000,691.000000
450.000000,344.000000,398.000000,169.000000,368.000000,274.000000,705.000000
455.000000,322.000000,396.000000,170.000000,381.000000,278.000000,706.000000
450.000000,292.000000,418.000000,173.000000,389.000000,291.000000,695.000000
456.000000,282.000000,428.000000,172.000000,390.000000,289.000000,691.000000
461.000000,271.000000,412.000000,170.000000,410.000000,288.000000,696.000000
398.000000,262.000000,450.000000,172.000000,597.000000,314.000000,515.000000
399.000000,255.000000,453.000000,172.000000,596.000000,310.000000,523.000000
401.000000,253.000000,463.000000,172.000000,584.000000,311.000000,524.000000
409.000000,255.000000,472.000000,174.000000,570.000000,306.000000,522.000000
408.000000,258.000000,477.000000,174.000000,553.000000,313.000000,525.000000
409.000000,260.000000,487.000000,176.000000,532.000000,311.000000,533.000000
416.000000,263.000000,494.000000,176.000000,526.000000,255.000000,578.000000
415.000000,262.000000,498.000000,176.000000,523.000000,255.000000,579.000000
416.000000,261.000000,532.000000,176.000000,512.000000,197.000000,614.000000
416.000000,261.000000,536.000000,176.000000,510.000000,196.000000,613.000000
417.000000,260.000000,530.000000,176.000000,508.000000,195.000000,622.000000
416.000000,259.000000,542.000000,179.000000,503.000000,191.000000,618.000000
417.000000,251.000000,543.000000,179.000000,502.000000,190.000000,626.000000
417.000000,250.000000,543.000000,179.000000,498.000000,190.000000,631.000000
419.000000,247.000000,546.000000,179.000000,492.000000,189.000000,636.000000
423.000000,247.000000,549.000000,179.000000,474.000000,190.000000,646.000000
423.000000,249.000000,552.000000,180.000000,468.000000,189.000000,647.000000
423.000000,246.000000,554.000000,180.000000,468.000000,190.000000,647.000000
422.000000,244.000000,556.000000,180.000000,463.000000,196.000000,647.000000
422.000000,243.000000,561.000000,181.000000,465.000000,196.000000,640.000000
422.000000,241.000000,564.000000,180.000000,464.000000,197.000000,640.000000
422.000000,242.000000,562.000000,180.000000,442.000000,213.000000,647.000000
423.000000,243.000000,559.000000,180.000000,425.000000,225.000000,653.000000
423.000000,245.000000,558.000000,180.000000,420.000000,238.000000,644.000000
423.000000,243.000000,544.000000,180.000000,434.000000,249.000000,635.000000
423.000000,241.000000,544.000000,180.000000,439.000000,249.000000,632.000000
423.000000,241.000000,535.000000,180.000000,450.000000,252.000000,627.000000
423.000000,240.000000,534.000000,184.000000,450.000000,252.000000,625.000000
423.000000,240.000000,531.000000,184.000000,452.000000,252.000000,626.000000
424.000000,240.000000,528.000000,185.000000,455.000000,250.000000,626.000000
424.000000,240.000000,531.000000,186.000000,455.000000,250.000000,622.000000
424.000000,237.000000,521.000000,186.000000,464.000000,258.000000,618.000000
421.000000,236.000000,518.000000,186.000000,471.000000,258.000000,618.000000
421.000000,235.000000,523.000000,186.000000,469.000000,259.000000,615.000000
421.000000,232.000000,505.000000,186.000000,493.000000,282.000000,589.000000
413.000000,234.000000,493.000000,186.000000,516.000000,291.000000,575.000000
402.000000,237.000000,443.000000,188.000000,589.000000,308.000000,541.000000
369.000000,236.000000,495.000000,185.000000,627.000000,340.000000,456.000000
369.000000,236.000000,504.000000,185.000000,621.000000,341.000000,452.000000
367.000000,235.000000,504.000000,185.000000,620.000000,341.000000,456.000000
367.000000,234.000000,502.000000,185.000000,622.000000,342.000000,456.000000
366.000000,235.000000,504.000000,185.000000,620.000000,341.000000,457.000000
363.000000,235.000000,503.000000,185.000000,617.000000,346.000000,459.000000
363.000000,234.000000,506.000000,185.000000,614.000000,347.000000,459.000000
363.000000,232.000000,511.000000,185.000000,605.000000,352.000000,460.000000
362.000000,231.000000,514.000000,185.000000,603.000000,352.000000,461.000000
363.000000,231.000000,521.000000,183.000000,602.000000,355.000000,453.000000
