0.123648,0.226934
0.131708,0.228801
0.159067,0.251779
0.166738,0.250445
0.168554,0.242138
0.206056,0.296950
0.213215,0.293781
0.219981,0.302849
0.222347,0.300418
0.232121,0.305087
0.242697,0.309275
0.250965,0.318696
0.257257,0.319512
0.256534,0.321200
0.258455,0.326842
0.257734,0.329358
0.254781,0.327119
0.254371,0.327704
0.245980,0.314939
0.248323,0.322697
0.247530,0.319254
0.254487,0.319815
0.258674,0.322510
0.261680,0.322426
0.252638,0.315011
0.253634,0.315322
0.258634,0.319110
0.262883,0.317305
0.266734,0.321470
0.259524,0.311681
0.268567,0.322978
0.275622,0.330200
0.276329,0.329545
0.274463,0.327584
0.282074,0.335149
0.283765,0.337278
0.283005,0.336573
0.286789,0.339559
0.289734,0.341975
0.287904,0.341155
0.291615,0.343679
0.290042,0.342879
0.288104,0.341499
0.294588,0.342903
0.294325,0.345487
0.299078,0.338953
0.301889,0.345452
0.303570,0.351313
0.306009,0.354317
0.305613,0.354970
0.311025,0.356804
0.309024,0.349839
0.305710,0.347061
0.305068,0.345152
0.302064,0.343344
0.298493,0.341515
0.291167,0.339364
0.287988,0.337610
0.287056,0.334602
0.286694,0.332187
