0.035074,0.197654
0.059605,0.221654
0.096541,0.248247
0.114059,0.256301
0.137470,0.270062
0.150006,0.276736
0.159230,0.275176
0.163923,0.266368
0.171660,0.271368
0.183322,0.279563
0.190940,0.284378
0.197865,0.288856
0.202026,0.290387
0.203816,0.291874
0.211042,0.295469
0.215191,0.296639
0.217064,0.297364
0.218338,0.298891
0.220793,0.300262
0.222637,0.300872
0.224349,0.301518
0.245817,0.336472
0.247504,0.337882
0.250802,0.341359
0.253685,0.344496
0.253756,0.345043
0.254583,0.344898
0.257402,0.345649
0.257758,0.346573
0.257754,0.346747
0.259243,0.349221
0.260668,0.349767
0.260080,0.349106
0.261214,0.348527
0.262401,0.348970
0.262116,0.348657
0.262809,0.349449
0.264294,0.350228
0.267787,0.354401
0.267778,0.354762
0.269025,0.355907
0.270175,0.356258
0.270479,0.356581
0.271997,0.357192
0.274456,0.358954
0.275350,0.359549
0.273645,0.358372
0.273877,0.358577
0.274233,0.358833
0.275035,0.359266
0.275378,0.359605
0.276485,0.361035
0.277940,0.362827
0.278197,0.363220
0.278445,0.363427
0.278551,0.363497
0.279962,0.364468
0.280595,0.364469
0.281893,0.365476
0.281281,0.365294
0.282035,0.365739
0.281646,0.365549
0.282679,0.366296
0.282406,0.365777
0.282924,0.366412
0.282338,0.366476
0.283598,0.367303
0.282936,0.366929
0.282744,0.366767
0.282537,0.366441
0.283120,0.366435
0.282369,0.365955
0.283361,0.366499
0.284558,0.367304
0.284996,0.367292
0.283156,0.364819
0.283596,0.365059
0.284197,0.365473
0.282763,0.364713
0.283090,0.364694
0.283874,0.365096
0.284195,0.365363
0.283580,0.364391
0.284911,0.365200
0.285392,0.366036
0.286008,0.366404
0.286400,0.366852
0.287389,0.367661
0.287535,0.367745
0.286919,0.366028
0.287481,0.366593
0.286496,0.365956
0.286769,0.366276
0.285800,0.365487
0.286824,0.366524
0.286967,0.366639
0.287137,0.366626
0.286942,0.367083
0.287005,0.366973
0.286896,0.366937
