1.792431,0.101000
1.787286,0.175000
1.791249,0.146000
1.790834,0.194000
1.785250,0.227000
1.798016,0.195000
1.785269,0.150000
1.785452,0.174000
1.788561,0.250000
1.799368,0.158000
1.792396,0.189000
1.788587,0.192000
1.787351,0.180000
1.796625,0.178000
1.798337,0.135000
1.779127,0.220000
1.793884,0.185000
1.786847,0.210000
1.796046,0.139000
1.796247,0.185000
1.788941,0.253000
1.792250,0.122000
1.795003,0.121000
1.796041,0.077000
1.805354,0.117000
1.780861,0.199000
1.805754,0.068000
1.784086,0.233000
1.793558,0.207000
1.805259,0.091000
1.782977,0.178000
1.783893,0.213000
1.788579,0.221000
1.791536,0.210000
1.785806,0.204000
1.794297,0.201000
1.796546,0.187000
1.792983,0.134000
1.790807,0.295000
1.790636,0.254000
1.789641,0.248000
1.788537,0.196000
1.796822,0.201000
1.785153,0.216000
1.786975,0.195000
1.801040,0.139000
1.796892,0.153000
1.798445,0.138000
1.795920,0.180000
1.798208,0.166000
1.790533,0.252000
1.791349,0.174000
1.800741,0.132000
1.791746,0.098000
1.793604,0.109000
1.793623,0.158000
1.788476,0.142000
1.793219,0.190000
1.789331,0.159000
1.790527,0.132000
1.792293,0.139000
1.790604,0.169000
1.788928,0.159000
1.791663,0.122000
1.798706,0.091000
1.789590,0.175000
1.793637,0.181000
1.784069,0.235000
1.791553,0.146000
1.794941,0.151000
1.806252,0.159000
1.800212,0.171000
1.803625,0.063000
1.788779,0.149000
1.792697,0.158000
1.802356,0.160000
1.812449,0.071000
1.808498,0.073000
1.800524,0.053000
1.807965,0.192000
1.807050,0.167000
1.799064,0.178000
1.785860,0.152000
1.803381,0.061000
1.794375,0.154000
1.787212,0.174000
1.785486,0.166000
1.815400,0.174000
1.777639,0.288000
1.815715,0.078000
1.791528,0.171000
1.807076,0.047000
1.810372,0.036000
1.783510,0.219000
1.793539,0.182000
1.787739,0.219000
1.788147,0.176000
1.791168,0.194000
1.789416,0.179000
1.798744,0.115000
