0.111942,0.233511
0.112349,0.231260
0.157218,0.250975
0.189228,0.256284
0.213280,0.271091
0.240596,0.286846
0.271934,0.315311
0.286741,0.328010
0.305024,0.344076
0.313370,0.352662
0.325754,0.361849
0.331068,0.367653
0.336402,0.375091
0.369104,0.386541
0.374113,0.390740
0.377374,0.392984
0.384800,0.399879
0.383833,0.399731
0.386883,0.403253
0.393242,0.412879
0.394596,0.414567
0.398959,0.418907
0.400416,0.418341
0.406649,0.425210
0.409573,0.426087
0.414037,0.430391
0.415373,0.432274
0.417145,0.434034
0.419935,0.436277
0.421100,0.436034
0.421777,0.436196
0.423618,0.437026
0.424979,0.437734
0.426376,0.437714
0.430313,0.440754
0.431461,0.443011
0.434603,0.444291
0.436854,0.445488
0.438110,0.446309
0.438549,0.447089
0.440847,0.449439
0.441350,0.449222
0.443507,0.451630
0.442811,0.450422
0.442456,0.451351
0.442873,0.451153
0.443514,0.450911
0.440377,0.447134
0.441619,0.446989
0.438031,0.437512
0.434537,0.424720
0.435220,0.425265
0.435699,0.424599
0.436776,0.425625
0.437104,0.426079
0.436724,0.425647
0.437725,0.426854
0.437828,0.427540
0.438390,0.428129
0.441357,0.430510
