0.442838,0.432002
0.443729,0.431499
0.445023,0.429369
0.447423,0.427738
0.448816,0.429644
0.445928,0.427516
0.446547,0.428495
0.451227,0.447958
0.442682,0.428377
0.445039,0.429156
0.444839,0.428769
0.445633,0.429543
0.446730,0.441456
0.445057,0.438803
0.445080,0.439726
0.443673,0.438824
0.447116,0.441544
0.441451,0.424333
0.446834,0.440592
0.445047,0.438940
0.441896,0.421323
0.441621,0.420563
0.442974,0.423208
0.439917,0.419392
0.440484,0.419837
0.452215,0.449901
0.449988,0.447777
0.447269,0.444807
0.455500,0.451403
0.458609,0.453775
0.455785,0.464132
0.456997,0.453654
0.457989,0.453391
0.458832,0.453631
0.456936,0.451697
0.452236,0.447493
0.458097,0.451700
0.456686,0.452727
0.448541,0.442028
0.453297,0.450186
0.453050,0.448747
0.450250,0.443662
0.449963,0.443531
0.449829,0.443753
0.449734,0.440848
0.451752,0.441499
0.453440,0.443658
0.455031,0.444838
0.455789,0.445690
0.456829,0.447474
0.456167,0.446188
0.456994,0.446680
0.458607,0.448341
0.456489,0.446376
0.458325,0.448408
0.457185,0.448165
0.455235,0.445099
0.456494,0.448972
0.456726,0.449950
0.455311,0.444513
